work_id,subject
31890,Horses
23021,Flowers
31892,Horses
23035,Musics
31896,Horses
23035,Portraits
31898,Horses
23039,Spring
31902,Horses
23041,Spring
31904,Horses
23043,Summer
31906,Horses
123626,Portraits
123626,"U.S. Presidents"
123615,Portraits
30148,Autumn/Fall
184585,Nude
184558,Nude
184613,Nude
184567,Nude
123615,"U.S. Presidents"
184622,Nude
123659,Portraits
184576,Nude
123637,Portraits
123637,"U.S. Presidents"
123670,Portraits
123681,Portraits
31652,Deers
31656,Dogs
31660,Deers
31666,Rivers/Lakes
31676,Dogs
123692,Portraits
31678,Deers
123648,Portraits
31686,Dogs
123648,"U.S. Presidents"
31692,Dogs
184392,Horses
31694,Still-Life
184403,Horses
31698,Deers
184414,Horses
29726,Summer
184459,Dogs
29748,Rivers/Lakes
27353,Churches/Temples/Mosques
184477,Deers
184477,Dogs
184423,Horses
184495,Horses
184486,Tigers
184468,Dogs
27365,Gardens
28183,Portraits
27365,Lovers
28185,Portraits
27367,Lovers
28187,Portraits
27369,Lovers
28189,Portraits
27379,Gardens
28191,Portraits
27379,Rivers/Lakes
28193,Portraits
27381,Gardens
27383,Gardens
193587,Portraits
193596,Portraits
193603,Portraits
193617,Portraits
28195,Portraits
193610,Portraits
193629,Portraits
28197,Portraits
193638,Portraits
28199,Portraits
193674,Portraits
28199,"U.S. Presidents"
193683,Portraits
28201,Portraits
193647,Portraits
28201,"U.S. Presidents"
193656,Portraits
28203,Portraits
28203,"U.S. Presidents"
188128,Portraits
188128,"U.S. Presidents"
28205,Portraits
193665,Portraits
28207,Portraits
27595,Dogs
28209,Portraits
27597,Christianity
28211,Portraits
27597,"Jesus Christ"
199604,Christianity
27603,Christianity
29980,Still-Life
28213,Portraits
28215,Portraits
28217,Portraits
28219,Portraits
28221,Portraits
191832,Horses
191845,Horses
191856,Horses
191918,Horses
191927,Horses
191867,Horses
191909,Horses
28223,Portraits
191878,Horses
28225,Portraits
191889,Horses
28225,"U.S. Presidents"
191900,Horses
28227,Portraits
122879,Portraits
28229,Portraits
122868,Portraits
28231,Portraits
122901,Portraits
28233,Portraits
28235,Portraits
28237,Portraits
19876,Musics
122912,Portraits
19882,Flowers
122923,Summer
19884,Bridges
122934,Portraits
19888,Gardens
27143,Gardens
19890,Winter
27167,Flowers
19892,Seascapes
27169,Portraits
19894,Seascapes
27171,Portraits
19902,Winter
27173,Nude
19904,Winter
27175,Summer
19912,Musics
27195,Winter
19916,Seascapes
27129,Christianity
27129,Nude
27131,Christianity
19922,Winter
27131,"Jesus Christ"
30172,Nude
30176,Cafes/Bars
19924,Spring
30182,Nude
19928,Musics
6020,"Landscape Art"
30046,Still-Life
6020,Rivers/Lakes
30048,Flowers
25545,"Jesus Christ"
187080,Christianity
187069,Christianity
25549,Christianity
202259,Autumn/Fall
25551,Christianity
6024,Bridges
25553,Christianity
6032,Autumn/Fall
204763,Christianity
6034,Architectures
29346,Seascapes
6036,Winter
26926,Architectures
6040,Rivers/Lakes
6042,Rivers/Lakes
26930,Architectures
26934,Architectures
26952,Architectures
6044,Nude
26962,Architectures
6050,Architectures
26964,Architectures
6050,Autumn/Fall
6056,Spring
6058,Winter
6062,Bridges
6062,Rivers/Lakes
6074,Gardens
26978,Architectures
6064,Seascapes
24159,Architectures
2018,Winter
24161,Architectures
2020,Autumn/Fall
24163,Architectures
2022,Spring
24167,Architectures
2024,Autumn/Fall
2024,Gardens
208139,Still-Life
2028,Rivers/Lakes
2028,Winter
24167,Rivers/Lakes
2034,Autumn/Fall
24171,Architectures
2034,Seascapes
24177,Architectures
2036,Autumn/Fall
24177,Horses
2040,Rivers/Lakes
24179,Architectures
2042,Seascapes
24185,Architectures
2044,Rivers/Lakes
24187,Architectures
2050,"Water Lilies"
24189,Architectures
2058,Flowers
24189,Rivers/Lakes
2060,Flowers
24197,Architectures
2062,Bridges
198595,Architectures
2062,Rivers/Lakes
198595,Rivers/Lakes
119315,Architectures
2064,"Water Lilies"
119315,Rivers/Lakes
24205,Architectures
24205,Rivers/Lakes
24215,Architectures
2066,Seascapes
24215,Rivers/Lakes
2068,Seascapes
24223,Architectures
2070,Seascapes
2072,Gardens
2074,Gardens
2076,Gardens
2082,Rivers/Lakes
24223,Bridges
2084,Bridges
24223,Rivers/Lakes
2084,Rivers/Lakes
24227,Architectures
2086,Rivers/Lakes
24227,Gardens
2090,Bridges
24235,Architectures
2090,Rivers/Lakes
24237,Architectures
2088,Bridges
24241,Architectures
2088,Rivers/Lakes
2080,Bridges
2080,Rivers/Lakes
2092,Flowers
2094,Seascapes
2096,Seascapes
2098,Seascapes
2098,Spring
208300,Seascapes
2264,Rivers/Lakes
2100,Seascapes
2104,Rivers/Lakes
2106,Seascapes
24243,Architectures
24247,Architectures
24251,Architectures
24255,Architectures
119288,Architectures
119288,Rivers/Lakes
119190,Architectures
119190,Rivers/Lakes
119325,Architectures
119325,Churches/Temples/Mosques
2108,Seascapes
2114,Autumn/Fall
2114,Flowers
2120,Seascapes
2124,Seascapes
2126,Flowers
2130,Flowers
2130,Gardens
198264,Dogs
2134,Spring
2146,Summer
2154,Winter
27900,Gardens
171739,Gardens
2152,Winter
27902,Gardens
171748,Gardens
27904,Gardens
5636,Nude
5648,Christianity
208110,Rivers/Lakes
5648,"Jesus Christ"
2158,Seascapes
5650,Horses
2160,Summer
5676,Portraits
2168,Seascapes
2172,Architectures
5712,Christianity
2172,Rivers/Lakes
5712,Portraits
2386,Gardens
5714,Portraits
2386,Seascapes
5718,Horses
2396,Seascapes
5768,Christianity
29270,Flowers
5768,"Jesus Christ"
29270,Gardens
5778,Musics
125295,Seascapes
28935,"Marine Art/Maritime"
125208,Flowers
28937,"Marine Art/Maritime"
28939,"Marine Art/Maritime"
28941,"Marine Art/Maritime"
28943,"Marine Art/Maritime"
28945,"Marine Art/Maritime"
28947,"Marine Art/Maritime"
125208,Rivers/Lakes
28951,"Marine Art/Maritime"
125219,"Landscape Art"
125219,Winter
28949,"Marine Art/Maritime"
125251,Seascapes
28953,Churches/Temples/Mosques
125240,Seascapes
28953,"Marine Art/Maritime"
28955,"Marine Art/Maritime"
28957,"Marine Art/Maritime"
2709,Flowers
2713,Nude
2718,Dancers
125262,Flowers
2728,Dancers
125273,Winter
2730,Dancers
125498,Seascapes
2732,Dancers
125284,Seascapes
2736,Dancers
125339,Seascapes
2734,Dancers
125350,Seascapes
2740,Dancers
125361,Seascapes
2738,Dancers
125383,"Landscape Art"
2742,Dancers
2744,Nude
195004,Nude
2856,Horses
2754,Cafes/Bars
125383,Winter
2754,Musics
125507,Autumn/Fall
2760,Dancers
125507,Flowers
2758,Dancers
125394,"Landscape Art"
29249,Portraits
125394,Winter
139499,Portraits
125306,Winter
122442,Musics
125317,Winter
5271,Horses
125471,Autumn/Fall
122518,Flowers
125471,"Landscape Art"
122518,Still-Life
125471,Winter
122529,Summer
125328,Winter
7111,Cafes/Bars
125427,"Landscape Art"
7113,Dogs
7121,Summer
7123,Cafes/Bars
7125,Cafes/Bars
7131,Portraits
125427,Winter
7133,Lovers
7137,Flowers
7145,Cafes/Bars
7147,Rivers/Lakes
125438,"Landscape Art"
7149,Flowers
7161,Lovers
125438,Winter
7167,"Jesus Christ"
125449,Autumn/Fall
20424,Churches/Temples/Mosques
125449,"Landscape Art"
208769,Musics
125449,Winter
208781,Gardens
160753,"Landscape Art"
20448,Flowers
160388,"Landscape Art"
27221,Nude
160396,"Landscape Art"
27225,Horses
193949,Lovers
27239,Gardens
193949,Musics
27241,Lovers
193880,Gardens
27265,Portraits
193889,Lovers
24317,Lovers
27880,Flowers
24317,Nude
24329,Nude
24331,Nude
27882,Gardens
24351,Nude
27882,Rivers/Lakes
22637,Summer
27884,Rivers/Lakes
22638,Summer
27886,Gardens
22645,Rivers/Lakes
27886,Rivers/Lakes
22655,Summer
171883,Rivers/Lakes
22656,Summer
24515,"Marine Art/Maritime"
24517,"Marine Art/Maritime"
24519,"Marine Art/Maritime"
29183,Architectures
29183,Rivers/Lakes
171892,Gardens
29185,Architectures
171667,Rivers/Lakes
178385,Churches/Temples/Mosques
171676,Rivers/Lakes
178259,Dancers
171685,Rivers/Lakes
178273,Horses
27890,Gardens
178280,Horses
27892,Rivers/Lakes
178420,Gardens
27894,Rivers/Lakes
178427,Dancers
178154,Cafes/Bars
178165,Horses
28823,Autumn/Fall
171712,Flowers
28833,Lovers
171721,Rivers/Lakes
28835,Lovers
171730,Rivers/Lakes
28837,Nude
28843,Nude
28845,Portraits
28861,Nude
28863,Nude
28869,Lovers
28875,Portraits
198405,Christianity
18963,"Jesus Christ"
18967,Christianity
18967,"Jesus Christ"
26288,Portraits
18965,Christianity
26290,Portraits
18965,"Jesus Christ"
26292,Portraits
18969,Christianity
26294,Portraits
18969,"Jesus Christ"
26296,Portraits
18971,"Jesus Christ"
26298,Lovers
204878,Christianity
26298,Nude
204878,"Jesus Christ"
187565,Musics
198417,Christianity
25575,Dogs
18977,Christianity
18993,Portraits
121858,Portraits
121869,Portraits
181636,Portraits
25577,Dogs
181654,Portraits
25577,Musics
181663,Portraits
187631,Musics
181672,Portraits
25585,Musics
31808,Portraits
25585,Portraits
206649,Portraits
25587,Portraits
181645,Portraits
25589,Portraits
181681,Portraits
204830,Portraits
121922,Portraits
188327,Christianity
121931,Portraits
26599,Musics
181726,Portraits
26603,Musics
121913,Portraits
26627,Portraits
181690,Portraits
26629,Portraits
181699,Portraits
26631,Portraits
181717,Portraits
26633,Portraits
26637,Portraits
181708,Portraits
121880,Portraits
26639,Portraits
121940,Portraits
198607,Portraits
121891,Portraits
26641,Portraits
121902,Portraits
26643,Portraits
31812,Portraits
26645,Portraits
31814,Portraits
26647,Portraits
22995,Autumn/Fall
160763,"Landscape Art"
23001,Portraits
160412,"Landscape Art"
23005,Still-Life
160783,"Landscape Art"
23007,Still-Life
22487,Horses
23011,Flowers
22489,Deers
151064,Rivers/Lakes
22489,Gardens
151108,Rivers/Lakes
22490,Deers
22490,Gardens
151152,Rivers/Lakes
22491,Deers
151163,Winter
22492,Dogs
151196,Rivers/Lakes
22492,Winter
151196,Winter
22496,Horses
151207,Spring
22497,Horses
151489,Winter
22498,Horses
151229,Autumn/Fall
22507,Horses
151229,Rivers/Lakes
22500,Horses
151251,Bridges
22503,Nude
151262,Rivers/Lakes
22511,Horses
151273,Rivers/Lakes
22512,Horses
151273,Spring
29122,Portraits
199708,Rivers/Lakes
151295,Rivers/Lakes
29125,Portraits
27662,Nude
29127,Portraits
27668,Spring
29131,Portraits
27670,Bridges
29133,Portraits
27676,Cafes/Bars
29137,Portraits
27684,Dancers
29145,Winter
27686,Dancers
29149,Winter
27694,Nude
29153,Winter
27696,Nude
29155,Winter
27700,Flowers
168801,"Landscape Art"
27706,Rivers/Lakes
185736,"Landscape Art"
27712,Lovers
168875,"Landscape Art"
168819,"Landscape Art"
154043,Nude
168826,"Landscape Art"
153898,Dogs
204515,"Landscape Art"
154162,Nude
168833,"Landscape Art"
175754,Nude
168840,"Landscape Art"
25640,Horses
25643,Flowers
168847,"Landscape Art"
25647,"Jesus Christ"
168854,"Landscape Art"
25649,"Jesus Christ"
204533,"Landscape Art"
25651,"Jesus Christ"
168861,"Landscape Art"
25653,Horses
204524,"Landscape Art"
25663,Horses
185729,"Landscape Art"
25672,Tigers
168868,"Landscape Art"
25674,Tigers
22738,Horses
25676,Tigers
22739,Horses
22740,Horses
22742,Horses
22743,Horses
22745,Horses
22748,Horses
22749,Horses
206174,Portraits
22750,Horses
25682,Horses
22751,Horses
25690,Tigers
22752,Horses
25692,Portraits
22753,Horses
25696,Flowers
22754,Horses
25696,Still-Life
22755,Horses
17840,Seascapes
22756,Horses
17842,Seascapes
22757,Horses
17848,Seascapes
22758,Horses
17850,Seascapes
22759,Horses
17852,Seascapes
22760,Horses
17864,Seascapes
22761,Horses
22762,Horses
22763,Horses
22765,Horses
22766,Horses
22767,Horses
17868,Seascapes
19207,Gardens
17846,Seascapes
19209,Spring
17870,Rivers/Lakes
19215,Flowers
17872,Rivers/Lakes
17880,Seascapes
19223,Rivers/Lakes
17888,Rivers/Lakes
207893,Nude
17890,Rivers/Lakes
19233,Nude
19235,Nude
19239,Rivers/Lakes
17892,Rivers/Lakes
19241,Portraits
30086,Flowers
19243,Nude
30092,Flowers
19243,Summer
20352,Cafes/Bars
19247,Nude
20357,Musics
19253,Gardens
20368,Bridges
19255,Gardens
19251,Gardens
125828,Portraits
125839,Portraits
208746,Still-Life
125850,Portraits
208671,Nude
126060,Portraits
20376,Still-Life
125861,Portraits
20382,Nude
125872,Portraits
20384,Nude
125883,Portraits
20386,Flowers
125894,Portraits
20386,Still-Life
125905,Portraits
20388,Flowers
24119,Portraits
20388,Still-Life
125916,Portraits
30296,Rivers/Lakes
125927,Portraits
30300,Portraits
125938,Portraits
30302,Portraits
125960,Portraits
30308,Churches/Temples/Mosques
126078,Portraits
125949,Portraits
125982,Portraits
125993,Portraits
126004,Portraits
126015,Portraits
126026,Portraits
126037,Portraits
30306,Churches/Temples/Mosques
24123,Portraits
30320,Spring
126048,Portraits
22399,Nude
204167,Portraits
22404,Still-Life
126069,Portraits
22405,Still-Life
150606,Nude
22406,Still-Life
150530,Dancers
22419,Gardens
150530,Nude
27089,"Marine Art/Maritime"
150551,Dancers
199079,"Marine Art/Maritime"
150551,Nude
27091,"Marine Art/Maritime"
150562,Nude
207626,"Marine Art/Maritime"
150573,Dancers
27093,"Marine Art/Maritime"
150573,Nude
27095,"Marine Art/Maritime"
150617,Nude
150595,Nude
150648,Dancers
150648,Nude
27097,"Marine Art/Maritime"
153120,Spring
27099,"Marine Art/Maritime"
153305,Nude
26300,Architectures
26302,Architectures
153156,Musics
26304,Architectures
153261,Nude
26306,Architectures
153183,Gardens
153192,Dancers
153294,Nude
153363,Lovers
153336,Dancers
26310,Architectures
153210,Musics
26308,Architectures
153138,Bridges
26314,Architectures
153129,Gardens
26312,Architectures
160444,Christianity
26316,Architectures
160428,Christianity
26318,Architectures
29282,Portraits
26320,Architectures
29284,Portraits
24860,Rivers/Lakes
150910,Bridges
150910,Winter
150921,"Landscape Art"
150921,Rivers/Lakes
26320,Rivers/Lakes
150921,Winter
26322,Architectures
150943,Rivers/Lakes
26322,Rivers/Lakes
150943,Spring
26324,Architectures
151028,Winter
26326,Architectures
150964,Spring
26328,Architectures
150964,Winter
26330,Architectures
150975,Winter
26334,Architectures
150986,Rivers/Lakes
26332,Architectures
150986,Winter
26336,Architectures
151039,Rivers/Lakes
26340,Architectures
150997,"Landscape Art"
26342,Architectures
26344,Architectures
150997,Winter
151008,"Landscape Art"
151008,Rivers/Lakes
151008,Winter
26354,Horses
171482,Dogs
26360,Horses
26344,Rivers/Lakes
26362,Dogs
26348,Architectures
26364,Dogs
26346,Architectures
26366,Dogs
28667,"Landscape Art"
189151,Horses
186979,"Landscape Art"
189140,Horses
28669,"Landscape Art"
189162,Horses
186988,"Landscape Art"
168149,Horses
187015,"Landscape Art"
168112,Horses
187033,"Landscape Art"
189171,Horses
186997,"Landscape Art"
189180,Horses
28671,"Landscape Art"
189198,Horses
28671,Rivers/Lakes
186133,"Landscape Art"
187006,"Landscape Art"
186133,Summer
185801,"Landscape Art"
185801,Winter
186142,"Landscape Art"
28673,"Landscape Art"
186116,"Landscape Art"
28675,"Landscape Art"
185810,"Landscape Art"
28677,"Landscape Art"
185819,"Landscape Art"
187042,"Landscape Art"
207471,"Landscape Art"
28679,"Landscape Art"
207471,Winter
187051,"Landscape Art"
26818,Autumn/Fall
185828,"Landscape Art"
186169,"Landscape Art"
185837,"Landscape Art"
28681,"Landscape Art"
26822,"Landscape Art"
28683,"Landscape Art"
207481,"Landscape Art"
187060,"Landscape Art"
185846,"Landscape Art"
28685,"Landscape Art"
28687,"Landscape Art"
123601,Flowers
180520,Nude
26824,Spring
185855,"Landscape Art"
185864,"Landscape Art"
185873,"Landscape Art"
181130,"Abstract/Modern Art"
30194,Nude
180762,"Abstract/Modern Art"
180773,"Abstract/Modern Art"
180784,"Abstract/Modern Art"
207489,"Landscape Art"
5802,Horses
185882,"Landscape Art"
5810,"Jesus Christ"
207513,"Landscape Art"
5894,Dogs
185900,"Landscape Art"
206729,Christianity
185909,"Landscape Art"
29602,Christianity
185918,"Landscape Art"
29602,"Jesus Christ"
122390,Portraits
149189,Christianity
122390,"U.S. Presidents"
122236,Portraits
149056,Christianity
122236,"U.S. Presidents"
122247,Portraits
122258,Portraits
29606,Christianity
122280,Portraits
29604,Christianity
122280,"U.S. Presidents"
149067,Christianity
122269,Portraits
149078,Christianity
122269,"U.S. Presidents"
149279,Christianity
122291,Portraits
149234,Christianity
122291,"U.S. Presidents"
29610,Christianity
122302,Portraits
149261,Christianity
149133,Christianity
149270,Christianity
149122,Christianity
23057,Nude
122302,"U.S. Presidents"
198824,Summer
122313,Portraits
122313,"U.S. Presidents"
204291,Nude
122324,Portraits
23079,Lovers
122324,"U.S. Presidents"
23087,Musics
122335,Portraits
23097,Portraits
122335,"U.S. Presidents"
23099,Portraits
122346,Portraits
122346,"U.S. Presidents"
122399,Portraits
122399,"U.S. Presidents"
122357,Portraits
23103,Nude
122368,Portraits
23105,Churches/Temples/Mosques
122368,"U.S. Presidents"
23105,Rivers/Lakes
122417,Portraits
23107,Bridges
122417,"U.S. Presidents"
23107,Rivers/Lakes
23109,Nude
26272,Portraits
26274,Portraits
122379,Portraits
122408,Portraits
20710,Portraits
26276,Portraits
26278,Portraits
26280,Portraits
20722,Portraits
26286,Portraits
169011,Portraits
20760,Portraits
20764,Portraits
20768,Portraits
20770,Portraits
20772,Portraits
20774,Portraits
20778,Portraits
20782,Portraits
193566,Architectures
193575,Architectures
199739,Portraits
193557,Architectures
21539,Horses
198656,Architectures
21539,Tigers
193505,Architectures
21537,Horses
193519,Architectures
21537,Tigers
193489,Bridges
21541,Deers
25788,Lovers
21541,Tigers
25790,Portraits
21547,Dogs
25794,Portraits
21553,Horses
25796,Portraits
135213,"Abstract/Modern Art"
135224,"Abstract/Modern Art"
